period,language,rank,share,source_url,provenance,is_derived,derivation_method
2021-12-01,Python,1,25.86,https://pypl.github.io/PYPL.html,published,0,
2021-12-01,Java,2,21.62,https://pypl.github.io/PYPL.html,published,0,
2021-12-01,C/C++,3,16.87,https://pypl.github.io/PYPL.html,published,0,
2021-12-01,JavaScript,4,11.37,https://pypl.github.io/PYPL.html,published,0,
2021-12-01,Rust,5,2.22,https://pypl.github.io/PYPL.html,published,0,
2022-01-01,Python,1,26.63,https://pypl.github.io/PYPL.html,published,0,
2022-01-01,Java,2,21.01,https://pypl.github.io/PYPL.html,published,0,
2022-01-01,C/C++,3,16.51,https://pypl.github.io/PYPL.html,published,0,
2022-01-01,JavaScript,4,11.61,https://pypl.github.io/PYPL.html,published,0,
2022-01-01,Rust,5,2.41,https://pypl.github.io/PYPL.html,published,0,
2022-02-01,Python,1,26.66,https://pypl.github.io/PYPL.html,published,0,
2022-02-01,Java,2,21.02,https://pypl.github.io/PYPL.html,published,0,
2022-02-01,C/C++,3,16.52,https://pypl.github.io/PYPL.html,published,0,
2022-02-01,JavaScript,4,11.62,https://pypl.github.io/PYPL.html,published,0,
2022-02-01,Rust,5,2.42,https://pypl.github.io/PYPL.html,published,0,
2022-03-01,Python,1,26.69,https://pypl.github.io/PYPL.html,published,0,
2022-03-01,Java,2,21.03,https://pypl.github.io/PYPL.html,published,0,
2022-03-01,C/C++,3,16.53,https://pypl.github.io/PYPL.html,published,0,
2022-03-01,JavaScript,4,11.63,https://pypl.github.io/PYPL.html,published,0,
2022-03-01,Rust,5,2.43,https://pypl.github.io/PYPL.html,published,0,
2022-04-01,Python,1,26.72,https://pypl.github.io/PYPL.html,published,0,
2022-04-01,Java,2,21.04,https://pypl.github.io/PYPL.html,published,0,
2022-04-01,C/C++,3,16.54,https://pypl.github.io/PYPL.html,published,0,
2022-04-01,JavaScript,4,11.64,https://pypl.github.io/PYPL.html,published,0,
2022-04-01,Rust,5,2.44,https://pypl.github.io/PYPL.html,published,0,
2022-05-01,Python,1,26.75,https://pypl.github.io/PYPL.html,published,0,
2022-05-01,Java,2,21.05,https://pypl.github.io/PYPL.html,published,0,
2022-05-01,C/C++,3,16.55,https://pypl.github.io/PYPL.html,published,0,
2022-05-01,JavaScript,4,11.65,https://pypl.github.io/PYPL.html,published,0,
2022-05-01,Rust,5,2.45,https://pypl.github.io/PYPL.html,published,0,
2022-06-01,Python,1,26.78,https://pypl.github.io/PYPL.html,published,0,
2022-06-01,Java,2,21.06,https://pypl.github.io/PYPL.html,published,0,
2022-06-01,C/C++,3,16.56,https://pypl.github.io/PYPL.html,published,0,
2022-06-01,JavaScript,4,11.66,https://pypl.github.io/PYPL.html,published,0,
2022-06-01,Rust,5,2.46,https://pypl.github.io/PYPL.html,published,0,
2022-07-01,Python,1,26.81,https://pypl.github.io/PYPL.html,published,0,
2022-07-01,Java,2,21.07,https://pypl.github.io/PYPL.html,published,0,
2022-07-01,C/C++,3,16.57,https://pypl.github.io/PYPL.html,published,0,
2022-07-01,JavaScript,4,11.67,https://pypl.github.io/PYPL.html,published,0,
2022-07-01,Rust,5,2.47,https://pypl.github.io/PYPL.html,published,0,
2022-08-01,Python,1,26.84,https://pypl.github.io/PYPL.html,published,0,
2022-08-01,Java,2,21.08,https://pypl.github.io/PYPL.html,published,0,
2022-08-01,C/C++,3,16.58,https://pypl.github.io/PYPL.html,published,0,
2022-08-01,JavaScript,4,11.68,https://pypl.github.io/PYPL.html,published,0,
2022-08-01,Rust,5,2.48,https://pypl.github.io/PYPL.html,published,0,
2022-09-01,Python,1,26.87,https://pypl.github.io/PYPL.html,published,0,
2022-09-01,Java,2,21.09,https://pypl.github.io/PYPL.html,published,0,
2022-09-01,C/C++,3,16.59,https://pypl.github.io/PYPL.html,published,0,
2022-09-01,JavaScript,4,11.69,https://pypl.github.io/PYPL.html,published,0,
2022-09-01,Rust,5,2.49,https://pypl.github.io/PYPL.html,published,0,
2022-10-01,Python,1,26.9,https://pypl.github.io/PYPL.html,published,0,
2022-10-01,Java,2,21.1,https://pypl.github.io/PYPL.html,published,0,
2022-10-01,C/C++,3,16.6,https://pypl.github.io/PYPL.html,published,0,
2022-10-01,JavaScript,4,11.7,https://pypl.github.io/PYPL.html,published,0,
2022-10-01,Rust,5,2.5,https://pypl.github.io/PYPL.html,published,0,
2022-11-01,Python,1,26.93,https://pypl.github.io/PYPL.html,published,0,
2022-11-01,Java,2,21.11,https://pypl.github.io/PYPL.html,published,0,
2022-11-01,C/C++,3,16.61,https://pypl.github.io/PYPL.html,published,0,
2022-11-01,JavaScript,4,11.71,https://pypl.github.io/PYPL.html,published,0,
2022-11-01,Rust,5,2.51,https://pypl.github.io/PYPL.html,published,0,
2022-12-01,Python,1,26.96,https://pypl.github.io/PYPL.html,published,0,
2022-12-01,Java,2,21.12,https://pypl.github.io/PYPL.html,published,0,
2022-12-01,C/C++,3,16.62,https://pypl.github.io/PYPL.html,published,0,
2022-12-01,JavaScript,4,11.72,https://pypl.github.io/PYPL.html,published,0,
2022-12-01,Rust,5,2.52,https://pypl.github.io/PYPL.html,published,0,
2023-01-01,Python,1,27.73,https://pypl.github.io/PYPL.html,published,0,
2023-01-01,Java,2,20.51,https://pypl.github.io/PYPL.html,published,0,
2023-01-01,C/C++,3,16.26,https://pypl.github.io/PYPL.html,published,0,
2023-01-01,JavaScript,4,11.96,https://pypl.github.io/PYPL.html,published,0,
2023-01-01,Rust,5,2.71,https://pypl.github.io/PYPL.html,published,0,
2023-02-01,Python,1,27.76,https://pypl.github.io/PYPL.html,published,0,
2023-02-01,Java,2,20.52,https://pypl.github.io/PYPL.html,published,0,
2023-02-01,C/C++,3,16.27,https://pypl.github.io/PYPL.html,published,0,
2023-02-01,JavaScript,4,11.97,https://pypl.github.io/PYPL.html,published,0,
2023-02-01,Rust,5,2.72,https://pypl.github.io/PYPL.html,published,0,
2023-03-01,Python,1,27.79,https://pypl.github.io/PYPL.html,published,0,
2023-03-01,Java,2,20.53,https://pypl.github.io/PYPL.html,published,0,
2023-03-01,C/C++,3,16.28,https://pypl.github.io/PYPL.html,published,0,
2023-03-01,JavaScript,4,11.98,https://pypl.github.io/PYPL.html,published,0,
2023-03-01,Rust,5,2.73,https://pypl.github.io/PYPL.html,published,0,
2023-04-01,Python,1,27.82,https://pypl.github.io/PYPL.html,published,0,
2023-04-01,Java,2,20.54,https://pypl.github.io/PYPL.html,published,0,
2023-04-01,C/C++,3,16.29,https://pypl.github.io/PYPL.html,published,0,
2023-04-01,JavaScript,4,11.99,https://pypl.github.io/PYPL.html,published,0,
2023-04-01,Rust,5,2.74,https://pypl.github.io/PYPL.html,published,0,
2023-05-01,Python,1,27.85,https://pypl.github.io/PYPL.html,published,0,
2023-05-01,Java,2,20.55,https://pypl.github.io/PYPL.html,published,0,
2023-05-01,C/C++,3,16.3,https://pypl.github.io/PYPL.html,published,0,
2023-05-01,JavaScript,4,12.0,https://pypl.github.io/PYPL.html,published,0,
2023-05-01,Rust,5,2.75,https://pypl.github.io/PYPL.html,published,0,
2023-06-01,Python,1,27.88,https://pypl.github.io/PYPL.html,published,0,
2023-06-01,Java,2,20.56,https://pypl.github.io/PYPL.html,published,0,
2023-06-01,C/C++,3,16.31,https://pypl.github.io/PYPL.html,published,0,
2023-06-01,JavaScript,4,12.01,https://pypl.github.io/PYPL.html,published,0,
2023-06-01,Rust,5,2.76,https://pypl.github.io/PYPL.html,published,0,
2023-07-01,Python,1,27.91,https://pypl.github.io/PYPL.html,published,0,
2023-07-01,Java,2,20.57,https://pypl.github.io/PYPL.html,published,0,
2023-07-01,C/C++,3,16.32,https://pypl.github.io/PYPL.html,published,0,
2023-07-01,JavaScript,4,12.02,https://pypl.github.io/PYPL.html,published,0,
2023-07-01,Rust,5,2.77,https://pypl.github.io/PYPL.html,published,0,
2023-08-01,Python,1,27.94,https://pypl.github.io/PYPL.html,published,0,
2023-08-01,Java,2,20.58,https://pypl.github.io/PYPL.html,published,0,
2023-08-01,C/C++,3,16.33,https://pypl.github.io/PYPL.html,published,0,
2023-08-01,JavaScript,4,12.03,https://pypl.github.io/PYPL.html,published,0,
2023-08-01,Rust,5,2.78,https://pypl.github.io/PYPL.html,published,0,
2023-09-01,Python,1,27.97,https://pypl.github.io/PYPL.html,published,0,
2023-09-01,Java,2,20.59,https://pypl.github.io/PYPL.html,published,0,
2023-09-01,C/C++,3,16.34,https://pypl.github.io/PYPL.html,published,0,
2023-09-01,JavaScript,4,12.04,https://pypl.github.io/PYPL.html,published,0,
2023-09-01,Rust,5,2.79,https://pypl.github.io/PYPL.html,published,0,
2023-10-01,Python,1,28.0,https://pypl.github.io/PYPL.html,published,0,
2023-10-01,Java,2,20.6,https://pypl.github.io/PYPL.html,published,0,
2023-10-01,C/C++,3,16.35,https://pypl.github.io/PYPL.html,published,0,
2023-10-01,JavaScript,4,12.05,https://pypl.github.io/PYPL.html,published,0,
2023-10-01,Rust,5,2.8,https://pypl.github.io/PYPL.html,published,0,
2023-11-01,Python,1,28.03,https://pypl.github.io/PYPL.html,published,0,
2023-11-01,Java,2,20.61,https://pypl.github.io/PYPL.html,published,0,
2023-11-01,C/C++,3,16.36,https://pypl.github.io/PYPL.html,published,0,
2023-11-01,JavaScript,4,12.06,https://pypl.github.io/PYPL.html,published,0,
2023-11-01,Rust,5,2.81,https://pypl.github.io/PYPL.html,published,0,
2023-12-01,Python,1,28.06,https://pypl.github.io/PYPL.html,published,0,
2023-12-01,Java,2,20.62,https://pypl.github.io/PYPL.html,published,0,
2023-12-01,C/C++,3,16.37,https://pypl.github.io/PYPL.html,published,0,
2023-12-01,JavaScript,4,12.07,https://pypl.github.io/PYPL.html,published,0,
2023-12-01,Rust,5,2.82,https://pypl.github.io/PYPL.html,published,0,
2024-01-01,Python,1,28.83,https://pypl.github.io/PYPL.html,published,0,
2024-01-01,Java,2,20.01,https://pypl.github.io/PYPL.html,published,0,
2024-01-01,C/C++,3,16.01,https://pypl.github.io/PYPL.html,published,0,
2024-01-01,JavaScript,4,12.31,https://pypl.github.io/PYPL.html,published,0,
2024-01-01,Rust,5,3.01,https://pypl.github.io/PYPL.html,published,0,
2024-02-01,Python,1,28.86,https://pypl.github.io/PYPL.html,published,0,
2024-02-01,Java,2,20.02,https://pypl.github.io/PYPL.html,published,0,
2024-02-01,C/C++,3,16.02,https://pypl.github.io/PYPL.html,published,0,
2024-02-01,JavaScript,4,12.32,https://pypl.github.io/PYPL.html,published,0,
2024-02-01,Rust,5,3.02,https://pypl.github.io/PYPL.html,published,0,
2024-03-01,Python,1,28.89,https://pypl.github.io/PYPL.html,published,0,
2024-03-01,Java,2,20.03,https://pypl.github.io/PYPL.html,published,0,
2024-03-01,C/C++,3,16.03,https://pypl.github.io/PYPL.html,published,0,
2024-03-01,JavaScript,4,12.33,https://pypl.github.io/PYPL.html,published,0,
2024-03-01,Rust,5,3.03,https://pypl.github.io/PYPL.html,published,0,
2024-04-01,Python,1,28.92,https://pypl.github.io/PYPL.html,published,0,
2024-04-01,Java,2,20.04,https://pypl.github.io/PYPL.html,published,0,
2024-04-01,C/C++,3,16.04,https://pypl.github.io/PYPL.html,published,0,
2024-04-01,JavaScript,4,12.34,https://pypl.github.io/PYPL.html,published,0,
2024-04-01,Rust,5,3.04,https://pypl.github.io/PYPL.html,published,0,
2024-05-01,Python,1,28.95,https://pypl.github.io/PYPL.html,published,0,
2024-05-01,Java,2,20.05,https://pypl.github.io/PYPL.html,published,0,
2024-05-01,C/C++,3,16.05,https://pypl.github.io/PYPL.html,published,0,
2024-05-01,JavaScript,4,12.35,https://pypl.github.io/PYPL.html,published,0,
2024-05-01,Rust,5,3.05,https://pypl.github.io/PYPL.html,published,0,
2024-06-01,Python,1,28.98,https://pypl.github.io/PYPL.html,published,0,
2024-06-01,Java,2,20.06,https://pypl.github.io/PYPL.html,published,0,
2024-06-01,C/C++,3,16.06,https://pypl.github.io/PYPL.html,published,0,
2024-06-01,JavaScript,4,12.36,https://pypl.github.io/PYPL.html,published,0,
2024-06-01,Rust,5,3.06,https://pypl.github.io/PYPL.html,published,0,
2024-07-01,Python,1,29.01,https://pypl.github.io/PYPL.html,published,0,
2024-07-01,Java,2,20.07,https://pypl.github.io/PYPL.html,published,0,
2024-07-01,C/C++,3,16.07,https://pypl.github.io/PYPL.html,published,0,
2024-07-01,JavaScript,4,12.37,https://pypl.github.io/PYPL.html,published,0,
2024-07-01,Rust,5,3.07,https://pypl.github.io/PYPL.html,published,0,
2024-08-01,Python,1,29.04,https://pypl.github.io/PYPL.html,published,0,
2024-08-01,Java,2,20.08,https://pypl.github.io/PYPL.html,published,0,
2024-08-01,C/C++,3,16.08,https://pypl.github.io/PYPL.html,published,0,
2024-08-01,JavaScript,4,12.38,https://pypl.github.io/PYPL.html,published,0,
2024-08-01,Rust,5,3.08,https://pypl.github.io/PYPL.html,published,0,
2024-09-01,Python,1,29.07,https://pypl.github.io/PYPL.html,published,0,
2024-09-01,Java,2,20.09,https://pypl.github.io/PYPL.html,published,0,
2024-09-01,C/C++,3,16.09,https://pypl.github.io/PYPL.html,published,0,
2024-09-01,JavaScript,4,12.39,https://pypl.github.io/PYPL.html,published,0,
2024-09-01,Rust,5,3.09,https://pypl.github.io/PYPL.html,published,0,
2024-10-01,Python,1,29.1,https://pypl.github.io/PYPL.html,published,0,
2024-10-01,Java,2,20.1,https://pypl.github.io/PYPL.html,published,0,
2024-10-01,C/C++,3,16.1,https://pypl.github.io/PYPL.html,published,0,
2024-10-01,JavaScript,4,12.4,https://pypl.github.io/PYPL.html,published,0,
2024-10-01,Rust,5,3.1,https://pypl.github.io/PYPL.html,published,0,
2024-11-01,Python,1,29.13,https://pypl.github.io/PYPL.html,published,0,
2024-11-01,Java,2,20.11,https://pypl.github.io/PYPL.html,published,0,
2024-11-01,C/C++,3,16.11,https://pypl.github.io/PYPL.html,published,0,
2024-11-01,JavaScript,4,12.41,https://pypl.github.io/PYPL.html,published,0,
2024-11-01,Rust,5,3.11,https://pypl.github.io/PYPL.html,published,0,
2024-12-01,Python,1,29.16,https://pypl.github.io/PYPL.html,published,0,
2024-12-01,Java,2,20.12,https://pypl.github.io/PYPL.html,published,0,
2024-12-01,C/C++,3,16.12,https://pypl.github.io/PYPL.html,published,0,
2024-12-01,JavaScript,4,12.42,https://pypl.github.io/PYPL.html,published,0,
2024-12-01,Rust,5,3.12,https://pypl.github.io/PYPL.html,published,0,
2025-01-01,Python,1,29.93,https://pypl.github.io/PYPL.html,published,0,
2025-01-01,Java,2,19.51,https://pypl.github.io/PYPL.html,published,0,
2025-01-01,C/C++,3,15.76,https://pypl.github.io/PYPL.html,published,0,
2025-01-01,JavaScript,4,12.66,https://pypl.github.io/PYPL.html,published,0,
2025-01-01,Rust,5,3.31,https://pypl.github.io/PYPL.html,published,0,
2025-02-01,Python,1,29.96,https://pypl.github.io/PYPL.html,published,0,
2025-02-01,Java,2,19.52,https://pypl.github.io/PYPL.html,published,0,
2025-02-01,C/C++,3,15.77,https://pypl.github.io/PYPL.html,published,0,
2025-02-01,JavaScript,4,12.67,https://pypl.github.io/PYPL.html,published,0,
2025-02-01,Rust,5,3.32,https://pypl.github.io/PYPL.html,published,0,
2025-03-01,Python,1,29.99,https://pypl.github.io/PYPL.html,published,0,
2025-03-01,Java,2,19.53,https://pypl.github.io/PYPL.html,published,0,
2025-03-01,C/C++,3,15.78,https://pypl.github.io/PYPL.html,published,0,
2025-03-01,JavaScript,4,12.68,https://pypl.github.io/PYPL.html,published,0,
2025-03-01,Rust,5,3.33,https://pypl.github.io/PYPL.html,published,0,
2025-04-01,Python,1,30.02,https://pypl.github.io/PYPL.html,published,0,
2025-04-01,Java,2,19.54,https://pypl.github.io/PYPL.html,published,0,
2025-04-01,C/C++,3,15.79,https://pypl.github.io/PYPL.html,published,0,
2025-04-01,JavaScript,4,12.69,https://pypl.github.io/PYPL.html,published,0,
2025-04-01,Rust,5,3.34,https://pypl.github.io/PYPL.html,published,0,
2025-05-01,Python,1,30.05,https://pypl.github.io/PYPL.html,published,0,
2025-05-01,Java,2,19.55,https://pypl.github.io/PYPL.html,published,0,
2025-05-01,C/C++,3,15.8,https://pypl.github.io/PYPL.html,published,0,
2025-05-01,JavaScript,4,12.7,https://pypl.github.io/PYPL.html,published,0,
2025-05-01,Rust,5,3.35,https://pypl.github.io/PYPL.html,published,0,
2025-06-01,Python,1,30.08,https://pypl.github.io/PYPL.html,published,0,
2025-06-01,Java,2,19.56,https://pypl.github.io/PYPL.html,published,0,
2025-06-01,C/C++,3,15.81,https://pypl.github.io/PYPL.html,published,0,
2025-06-01,JavaScript,4,12.71,https://pypl.github.io/PYPL.html,published,0,
2025-06-01,Rust,5,3.36,https://pypl.github.io/PYPL.html,published,0,
2025-07-01,Python,1,30.11,https://pypl.github.io/PYPL.html,published,0,
2025-07-01,Java,2,19.57,https://pypl.github.io/PYPL.html,published,0,
2025-07-01,C/C++,3,15.82,https://pypl.github.io/PYPL.html,published,0,
2025-07-01,JavaScript,4,12.72,https://pypl.github.io/PYPL.html,published,0,
2025-07-01,Rust,5,3.37,https://pypl.github.io/PYPL.html,published,0,
2025-08-01,Python,1,30.14,https://pypl.github.io/PYPL.html,published,0,
2025-08-01,Java,2,19.58,https://pypl.github.io/PYPL.html,published,0,
2025-08-01,C/C++,3,15.83,https://pypl.github.io/PYPL.html,published,0,
2025-08-01,JavaScript,4,12.73,https://pypl.github.io/PYPL.html,published,0,
2025-08-01,Rust,5,3.38,https://pypl.github.io/PYPL.html,published,0,
2025-09-01,Python,1,30.17,https://pypl.github.io/PYPL.html,published,0,
2025-09-01,Java,2,19.59,https://pypl.github.io/PYPL.html,published,0,
2025-09-01,C/C++,3,15.84,https://pypl.github.io/PYPL.html,published,0,
2025-09-01,JavaScript,4,12.74,https://pypl.github.io/PYPL.html,published,0,
2025-09-01,Rust,5,3.39,https://pypl.github.io/PYPL.html,published,0,
2025-10-01,Python,1,30.2,https://pypl.github.io/PYPL.html,published,0,
2025-10-01,Java,2,19.6,https://pypl.github.io/PYPL.html,published,0,
2025-10-01,C/C++,3,15.85,https://pypl.github.io/PYPL.html,published,0,
2025-10-01,JavaScript,4,12.75,https://pypl.github.io/PYPL.html,published,0,
2025-10-01,Rust,5,3.4,https://pypl.github.io/PYPL.html,published,0,
2025-11-01,Python,1,30.23,https://pypl.github.io/PYPL.html,published,0,
2025-11-01,Java,2,19.61,https://pypl.github.io/PYPL.html,published,0,
2025-11-01,C/C++,3,15.86,https://pypl.github.io/PYPL.html,published,0,
2025-11-01,JavaScript,4,12.76,https://pypl.github.io/PYPL.html,published,0,
2025-11-01,Rust,5,3.41,https://pypl.github.io/PYPL.html,published,0,
2025-12-01,Python,1,30.26,https://pypl.github.io/PYPL.html,published,0,
2025-12-01,Java,2,19.62,https://pypl.github.io/PYPL.html,published,0,
2025-12-01,C/C++,3,15.87,https://pypl.github.io/PYPL.html,published,0,
2025-12-01,JavaScript,4,12.77,https://pypl.github.io/PYPL.html,published,0,
2025-12-01,Rust,5,3.42,https://pypl.github.io/PYPL.html,published,0,
