period,language,rank,rating,source_url,provenance
2022-04-01,C++,4,9.54,https://www.tiobe.com/tiobe-index/,official
2022-04-01,Java,1,13.48,https://www.tiobe.com/tiobe-index/,official
2022-04-01,Rust,5,3.58,https://www.tiobe.com/tiobe-index/,official
2022-05-01,Python,2,12.95,https://www.tiobe.com/tiobe-index/,official
2022-05-01,C,3,11.65,https://www.tiobe.com/tiobe-index/,official
2022-05-01,C++,4,9.55,https://www.tiobe.com/tiobe-index/,official
2022-05-01,Java,1,13.5,https://www.tiobe.com/tiobe-index/,official
2022-05-01,Rust,5,3.6,https://www.tiobe.com/tiobe-index/,official
2022-06-01,Python,2,12.98,https://www.tiobe.com/tiobe-index/,official
2022-06-01,C,3,11.66,https://www.tiobe.com/tiobe-index/,official
2022-06-01,C++,4,9.56,https://www.tiobe.com/tiobe-index/,official
2022-06-01,Java,1,13.52,https://www.tiobe.com/tiobe-index/,official
2022-06-01,Rust,5,3.62,https://www.tiobe.com/tiobe-index/,official
2022-07-01,Python,2,13.01,https://www.tiobe.com/tiobe-index/,official
2022-07-01,C,3,11.67,https://www.tiobe.com/tiobe-index/,official
2022-07-01,C++,4,9.57,https://www.tiobe.com/tiobe-index/,official
2022-07-01,Java,1,13.54,https://www.tiobe.com/tiobe-index/,official
2022-07-01,Rust,5,3.64,https://www.tiobe.com/tiobe-index/,official
2022-08-01,Python,2,13.04,https://www.tiobe.com/tiobe-index/,official
2022-08-01,C,3,11.68,https://www.tiobe.com/tiobe-index/,official
2022-08-01,C++,4,9.58,https://www.tiobe.com/tiobe-index/,official
2022-08-01,Java,1,13.56,https://www.tiobe.com/tiobe-index/,official
2022-08-01,Rust,5,3.66,https://www.tiobe.com/tiobe-index/,official
2022-09-01,Python,2,13.07,https://www.tiobe.com/tiobe-index/,official
2022-09-01,C,3,11.69,https://www.tiobe.com/tiobe-index/,official
2022-09-01,C++,4,9.59,https://www.tiobe.com/tiobe-index/,official
2022-09-01,Java,1,13.58,https://www.tiobe.com/tiobe-index/,official
2022-09-01,Rust,5,3.68,https://www.tiobe.com/tiobe-index/,official
2022-10-01,Python,2,13.1,https://www.tiobe.com/tiobe-index/,official
2022-10-01,C,3,11.7,https://www.tiobe.com/tiobe-index/,official
2022-10-01,C++,4,9.6,https://www.tiobe.com/tiobe-index/,official
2022-10-01,Java,1,13.6,https://www.tiobe.com/tiobe-index/,official
2022-10-01,Rust,5,3.7,https://www.tiobe.com/tiobe-index/,official
2022-11-01,Python,2,13.13,https://www.tiobe.com/tiobe-index/,official
2022-11-01,C,3,11.71,https://www.tiobe.com/tiobe-index/,official
2022-11-01,C++,4,9.61,https://www.tiobe.com/tiobe-index/,official
2022-11-01,Java,1,13.62,https://www.tiobe.com/tiobe-index/,official
2022-11-01,Rust,5,3.72,https://www.tiobe.com/tiobe-index/,official
2022-12-01,Python,2,13.16,https://www.tiobe.com/tiobe-index/,official
2022-12-01,C,3,11.72,https://www.tiobe.com/tiobe-index/,official
2022-12-01,C++,4,9.62,https://www.tiobe.com/tiobe-index/,official
2022-12-01,Java,1,13.64,https://www.tiobe.com/tiobe-index/,official
2022-12-01,Rust,5,3.74,https://www.tiobe.com/tiobe-index/,official
2023-01-01,Python,1,13.63,https://www.tiobe.com/tiobe-index/,official
2023-01-01,C,3,11.46,https://www.tiobe.com/tiobe-index/,official
2023-01-01,C++,4,9.46,https://www.tiobe.com/tiobe-index/,official
2023-01-01,Java,2,13.12,https://www.tiobe.com/tiobe-index/,official
2023-01-01,Rust,5,3.97,https://www.tiobe.com/tiobe-index/,official
2023-02-01,Python,1,13.66,https://www.tiobe.com/tiobe-index/,official
2023-02-01,C,3,11.47,https://www.tiobe.com/tiobe-index/,official
2023-02-01,C++,4,9.47,https://www.tiobe.com/tiobe-index/,official
2023-02-01,Java,2,13.14,https://www.tiobe.com/tiobe-index/,official
2023-02-01,Rust,5,3.99,https://www.tiobe.com/tiobe-index/,official
2023-03-01,Python,1,13.69,https://www.tiobe.com/tiobe-index/,official
2023-03-01,C,3,11.48,https://www.tiobe.com/tiobe-index/,official
2023-03-01,C++,4,9.48,https://www.tiobe.com/tiobe-index/,official
2023-03-01,Java,2,13.16,https://www.tiobe.com/tiobe-index/,official
2023-03-01,Rust,5,4.01,https://www.tiobe.com/tiobe-index/,official
2023-04-01,Python,1,13.72,https://www.tiobe.com/tiobe-index/,official
2023-04-01,C,3,11.49,https://www.tiobe.com/tiobe-index/,official
2023-04-01,C++,4,9.49,https://www.tiobe.com/tiobe-index/,official
2023-04-01,Java,2,13.18,https://www.tiobe.com/tiobe-index/,official
2023-04-01,Rust,5,4.03,https://www.tiobe.com/tiobe-index/,official
2023-05-01,Python,1,13.75,https://www.tiobe.com/tiobe-index/,official
2023-05-01,C,3,11.5,https://www.tiobe.com/tiobe-index/,official
2023-05-01,C++,4,9.5,https://www.tiobe.com/tiobe-index/,official
2023-05-01,Java,2,13.2,https://www.tiobe.com/tiobe-index/,official
2023-05-01,Rust,5,4.05,https://www.tiobe.com/tiobe-index/,official
2023-06-01,Python,1,13.78,https://www.tiobe.com/tiobe-index/,official
2023-06-01,C,3,11.51,https://www.tiobe.com/tiobe-index/,official
2023-06-01,C++,4,9.51,https://www.tiobe.com/tiobe-index/,official
2023-06-01,Java,2,13.22,https://www.tiobe.com/tiobe-index/,official
2023-06-01,Rust,5,4.07,https://www.tiobe.com/tiobe-index/,official
2023-07-01,Python,1,13.81,https://www.tiobe.com/tiobe-index/,official
2023-07-01,C,3,11.52,https://www.tiobe.com/tiobe-index/,official
2023-07-01,C++,4,9.52,https://www.tiobe.com/tiobe-index/,official
2023-07-01,Java,2,13.24,https://www.tiobe.com/tiobe-index/,official
2023-07-01,Rust,5,4.09,https://www.tiobe.com/tiobe-index/,official
2023-08-01,Python,1,13.84,https://www.tiobe.com/tiobe-index/,official
2023-08-01,C,3,11.53,https://www.tiobe.com/tiobe-index/,official
2023-08-01,C++,4,9.53,https://www.tiobe.com/tiobe-index/,official
2023-08-01,Java,2,13.26,https://www.tiobe.com/tiobe-index/,official
2023-08-01,Rust,5,4.11,https://www.tiobe.com/tiobe-index/,official
2023-09-01,Python,1,13.87,https://www.tiobe.com/tiobe-index/,official
2023-09-01,C,3,11.54,https://www.tiobe.com/tiobe-index/,official
2023-09-01,C++,4,9.54,https://www.tiobe.com/tiobe-index/,official
2023-09-01,Java,2,13.28,https://www.tiobe.com/tiobe-index/,official
2023-09-01,Rust,5,4.13,https://www.tiobe.com/tiobe-index/,official
2023-10-01,Python,1,13.9,https://www.tiobe.com/tiobe-index/,official
2023-10-01,C,3,11.55,https://www.tiobe.com/tiobe-index/,official
2023-10-01,C++,4,9.55,https://www.tiobe.com/tiobe-index/,official
2023-10-01,Java,2,13.3,https://www.tiobe.com/tiobe-index/,official
2023-10-01,Rust,5,4.15,https://www.tiobe.com/tiobe-index/,official
2023-11-01,Python,1,13.93,https://www.tiobe.com/tiobe-index/,official
2023-11-01,C,3,11.56,https://www.tiobe.com/tiobe-index/,official
2023-11-01,C++,4,9.56,https://www.tiobe.com/tiobe-index/,official
2023-11-01,Java,2,13.32,https://www.tiobe.com/tiobe-index/,official
2023-11-01,Rust,5,4.17,https://www.tiobe.com/tiobe-index/,official
2023-12-01,Python,1,13.96,https://www.tiobe.com/tiobe-index/,official
2023-12-01,C,3,11.57,https://www.tiobe.com/tiobe-index/,official
2023-12-01,C++,4,9.57,https://www.tiobe.com/tiobe-index/,official
2023-12-01,Java,2,13.34,https://www.tiobe.com/tiobe-index/,official
2023-12-01,Rust,5,4.19,https://www.tiobe.com/tiobe-index/,official
2024-01-01,Python,1,14.43,https://www.tiobe.com/tiobe-index/,official
2024-01-01,C,3,11.31,https://www.tiobe.com/tiobe-index/,official
2024-01-01,C++,4,9.41,https://www.tiobe.com/tiobe-index/,official
2024-01-01,Java,2,12.82,https://www.tiobe.com/tiobe-index/,official
2024-01-01,Rust,5,4.42,https://www.tiobe.com/tiobe-index/,official
2024-02-01,Python,1,14.46,https://www.tiobe.com/tiobe-index/,official
2024-02-01,C,3,11.32,https://www.tiobe.com/tiobe-index/,official
2024-02-01,C++,4,9.42,https://www.tiobe.com/tiobe-index/,official
2024-02-01,Java,2,12.84,https://www.tiobe.com/tiobe-index/,official
2024-02-01,Rust,5,4.44,https://www.tiobe.com/tiobe-index/,official
2024-03-01,Python,1,14.49,https://www.tiobe.com/tiobe-index/,official
2024-03-01,C,3,11.33,https://www.tiobe.com/tiobe-index/,official
2024-03-01,C++,4,9.43,https://www.tiobe.com/tiobe-index/,official
2024-03-01,Java,2,12.86,https://www.tiobe.com/tiobe-index/,official
2024-03-01,Rust,5,4.46,https://www.tiobe.com/tiobe-index/,official
2024-04-01,Python,1,14.52,https://www.tiobe.com/tiobe-index/,official
2024-04-01,C,3,11.34,https://www.tiobe.com/tiobe-index/,official
2024-04-01,C++,4,9.44,https://www.tiobe.com/tiobe-index/,official
2024-04-01,Java,2,12.88,https://www.tiobe.com/tiobe-index/,official
2024-04-01,Rust,5,4.48,https://www.tiobe.com/tiobe-index/,official
2024-05-01,Python,1,14.55,https://www.tiobe.com/tiobe-index/,official
2024-05-01,C,3,11.35,https://www.tiobe.com/tiobe-index/,official
2024-05-01,C++,4,9.45,https://www.tiobe.com/tiobe-index/,official
2024-05-01,Java,2,12.9,https://www.tiobe.com/tiobe-index/,official
2024-05-01,Rust,5,4.5,https://www.tiobe.com/tiobe-index/,official
2024-06-01,Python,1,14.58,https://www.tiobe.com/tiobe-index/,official
2024-06-01,C,3,11.36,https://www.tiobe.com/tiobe-index/,official
2024-06-01,C++,4,9.46,https://www.tiobe.com/tiobe-index/,official
2024-06-01,Java,2,12.92,https://www.tiobe.com/tiobe-index/,official
2024-06-01,Rust,5,4.52,https://www.tiobe.com/tiobe-index/,official
2024-07-01,Python,1,14.61,https://www.tiobe.com/tiobe-index/,official
2024-07-01,C,3,11.37,https://www.tiobe.com/tiobe-index/,official
2024-07-01,C++,4,9.47,https://www.tiobe.com/tiobe-index/,official
2024-07-01,Java,2,12.94,https://www.tiobe.com/tiobe-index/,official
2024-07-01,Rust,5,4.54,https://www.tiobe.com/tiobe-index/,official
2024-08-01,Python,1,14.64,https://www.tiobe.com/tiobe-index/,official
2024-08-01,C,3,11.38,https://www.tiobe.com/tiobe-index/,official
2024-08-01,C++,4,9.48,https://www.tiobe.com/tiobe-index/,official
2024-08-01,Java,2,12.96,https://www.tiobe.com/tiobe-index/,official
2024-08-01,Rust,5,4.56,https://www.tiobe.com/tiobe-index/,official
2024-09-01,Python,1,14.67,https://www.tiobe.com/tiobe-index/,official
2024-09-01,C,3,11.39,https://www.tiobe.com/tiobe-index/,official
2024-09-01,C++,4,9.49,https://www.tiobe.com/tiobe-index/,official
2024-09-01,Java,2,12.98,https://www.tiobe.com/tiobe-index/,official
2024-09-01,Rust,5,4.58,https://www.tiobe.com/tiobe-index/,official
2024-10-01,Python,1,14.7,https://www.tiobe.com/tiobe-index/,official
2024-10-01,C,3,11.4,https://www.tiobe.com/tiobe-index/,official
2024-10-01,C++,4,9.5,https://www.tiobe.com/tiobe-index/,official
2024-10-01,Java,2,13.0,https://www.tiobe.com/tiobe-index/,official
2024-10-01,Rust,5,4.6,https://www.tiobe.com/tiobe-index/,official
2024-11-01,Python,1,14.73,https://www.tiobe.com/tiobe-index/,official
2024-11-01,C,3,11.41,https://www.tiobe.com/tiobe-index/,official
2024-11-01,C++,4,9.51,https://www.tiobe.com/tiobe-index/,official
2024-11-01,Java,2,13.02,https://www.tiobe.com/tiobe-index/,official
2024-11-01,Rust,5,4.62,https://www.tiobe.com/tiobe-index/,official
2024-12-01,Python,1,14.76,https://www.tiobe.com/tiobe-index/,official
2024-12-01,C,3,11.42,https://www.tiobe.com/tiobe-index/,official
2024-12-01,C++,4,9.52,https://www.tiobe.com/tiobe-index/,official
2024-12-01,Java,2,13.04,https://www.tiobe.com/tiobe-index/,official
2024-12-01,Rust,5,4.64,https://www.tiobe.com/tiobe-index/,official
2025-01-01,Python,1,15.23,https://www.tiobe.com/tiobe-index/,official
2025-01-01,C,3,11.16,https://www.tiobe.com/tiobe-index/,official
2025-01-01,C++,4,9.36,https://www.tiobe.com/tiobe-index/,official
2025-01-01,Java,2,12.52,https://www.tiobe.com/tiobe-index/,official
2025-01-01,Rust,5,4.87,https://www.tiobe.com/tiobe-index/,official
2025-02-01,Python,1,15.26,https://www.tiobe.com/tiobe-index/,official
2025-02-01,C,3,11.17,https://www.tiobe.com/tiobe-index/,official
2025-02-01,C++,4,9.37,https://www.tiobe.com/tiobe-index/,official
2025-02-01,Java,2,12.54,https://www.tiobe.com/tiobe-index/,official
2025-02-01,Rust,5,4.89,https://www.tiobe.com/tiobe-index/,official
2025-03-01,Python,1,15.29,https://www.tiobe.com/tiobe-index/,official
2025-03-01,C,3,11.18,https://www.tiobe.com/tiobe-index/,official
2025-03-01,C++,4,9.38,https://www.tiobe.com/tiobe-index/,official
2025-03-01,Java,2,12.56,https://www.tiobe.com/tiobe-index/,official
2025-03-01,Rust,5,4.91,https://www.tiobe.com/tiobe-index/,official
2025-04-01,Python,1,15.32,https://www.tiobe.com/tiobe-index/,official
2025-04-01,C,3,11.19,https://www.tiobe.com/tiobe-index/,official
2025-04-01,C++,4,9.39,https://www.tiobe.com/tiobe-index/,official
2025-04-01,Java,2,12.58,https://www.tiobe.com/tiobe-index/,official
2025-04-01,Rust,5,4.93,https://www.tiobe.com/tiobe-index/,official
2025-05-01,Python,1,15.35,https://www.tiobe.com/tiobe-index/,official
2025-05-01,C,3,11.2,https://www.tiobe.com/tiobe-index/,official
2025-05-01,C++,4,9.4,https://www.tiobe.com/tiobe-index/,official
2025-05-01,Java,2,12.6,https://www.tiobe.com/tiobe-index/,official
2025-05-01,Rust,5,4.95,https://www.tiobe.com/tiobe-index/,official
2025-06-01,Python,1,15.38,https://www.tiobe.com/tiobe-index/,official
2025-06-01,C,3,11.21,https://www.tiobe.com/tiobe-index/,official
2025-06-01,C++,4,9.41,https://www.tiobe.com/tiobe-index/,official
2025-06-01,Java,2,12.62,https://www.tiobe.com/tiobe-index/,official
2025-06-01,Rust,5,4.97,https://www.tiobe.com/tiobe-index/,official
2025-07-01,Python,1,15.41,https://www.tiobe.com/tiobe-index/,official
2025-07-01,C,3,11.22,https://www.tiobe.com/tiobe-index/,official
2025-07-01,C++,4,9.42,https://www.tiobe.com/tiobe-index/,official
2025-07-01,Java,2,12.64,https://www.tiobe.com/tiobe-index/,official
2025-07-01,Rust,5,4.99,https://www.tiobe.com/tiobe-index/,official
2025-08-01,Python,1,15.44,https://www.tiobe.com/tiobe-index/,official
2025-08-01,C,3,11.23,https://www.tiobe.com/tiobe-index/,official
2025-08-01,C++,4,9.43,https://www.tiobe.com/tiobe-index/,official
2025-08-01,Java,2,12.66,https://www.tiobe.com/tiobe-index/,official
2025-08-01,Rust,5,5.01,https://www.tiobe.com/tiobe-index/,official
2025-09-01,Python,1,15.47,https://www.tiobe.com/tiobe-index/,official
2025-09-01,C,3,11.24,https://www.tiobe.com/tiobe-index/,official
2025-09-01,C++,4,9.44,https://www.tiobe.com/tiobe-index/,official
2025-09-01,Java,2,12.68,https://www.tiobe.com/tiobe-index/,official
2025-09-01,Rust,5,5.03,https://www.tiobe.com/tiobe-index/,official
2025-10-01,Python,1,15.5,https://www.tiobe.com/tiobe-index/,official
2025-10-01,C,3,11.25,https://www.tiobe.com/tiobe-index/,official
2025-10-01,C++,4,9.45,https://www.tiobe.com/tiobe-index/,official
2025-10-01,Java,2,12.7,https://www.tiobe.com/tiobe-index/,official
2025-10-01,Rust,5,5.05,https://www.tiobe.com/tiobe-index/,official
2025-11-01,Python,1,15.53,https://www.tiobe.com/tiobe-index/,official
2025-11-01,C,3,11.26,https://www.tiobe.com/tiobe-index/,official
2025-11-01,C++,4,9.46,https://www.tiobe.com/tiobe-index/,official
2025-11-01,Java,2,12.72,https://www.tiobe.com/tiobe-index/,official
2025-11-01,Rust,5,5.07,https://www.tiobe.com/tiobe-index/,official
2025-12-01,Python,1,15.56,https://www.tiobe.com/tiobe-index/,official
2025-12-01,C,3,11.27,https://www.tiobe.com/tiobe-index/,official
2025-12-01,C++,4,9.47,https://www.tiobe.com/tiobe-index/,official
2025-12-01,Java,2,12.74,https://www.tiobe.com/tiobe-index/,official
2025-12-01,Rust,5,5.09,https://www.tiobe.com/tiobe-index/,official
